gid,objectid,sampleno,longitude,latitude,sio2,al2o3,fe2o3,tio2,cao,mgo,mno,na2o,k2o,p2o5,loi,ba,ga,sc,v,th,pb,ni,co,rb,sr,y,zr,nb,cr,cu,zn,au,li,cs,as_,sb,bi,se,ag,be,ge,mo,sn,la,ce,pr,nd,sm,eu,tb,gd,dy,ho,er,tm,yb,lu,hf,ta,w,u,pt,pd,toposheet,in_,f,te,tl,hg,cd
3898,3898,57F11/081/SS/12,77.694444,14.349099,68.38,14.13,2.82,0.04,0.97,2.61,3.15,3.02,0.54,0.09,3.555864,1007.9,13.5,9.9,59.9,10.9,19.2,12.5,8,73.8,408.4,18,762.3,10.7,53.1,14.7,25,1.5,2.5,5,1.11,0.1,0.05,0.05,23,1.114,0.68,2.5,2.5,22.113001,42.733002,5.051,19.398001,4.329,1.531,0.467,3.267,2.666,0.513,1.583,0.282,1.846,0.316,25.087,0.437,2.5,2.463,0,0,57F11,0,0,0,0,2.5,50
3934,3934,57F07/112/SS/12,77.5,14.385233,60.278,15.81,6.18,0.08,1.87,4.25,2.71,2.3,1,0.2,4.633956,741.8,14.6,13.3,110,14.9,15,21.5,14.9,74.6,320.5,33.6,1047.9,18.4,66.9,26.8,44.6,1.5,14.8,5,2.57,0.1,0.15,0.05,10,1.67,1.133,2.5,2.5,57.436001,122.592003,13.742,51.009998,9.377,2.398,1.17,7.8,6.327,1.199,3.629,0.597,4,0.691,31.979,1.185,2.5,4.908,0,0,57F07,0,0,0,0,2.5,50
3969,3969,57F11/082/SS/12,77.712963,14.349099,57.56,15.89,5.83,0.07,2.24,4.27,1.98,2.25,0.79,0.12,8.346198,780.9,18.1,16.2,111.5,12.9,16.2,51.3,20,70.7,457.1,16.5,563.7,12.4,96.7,31.1,47.4,1.5,14,5,2.27,0.1,0.13,0.28,54,1.229,0.904,2.5,2.5,30.495001,60.138,6.947,27.688,5.595,1.673,0.609,4.319,3.322,0.62,1.851,0.312,2.048,0.351,16.870001,0.644,2.5,2.605,0,0,57F11,0,0,0,0,2.5,50
3970,3970,57F11/083/SS/12,77.731481,14.349099,60.37,15.7,5.37,0.07,1.84,2.64,1.93,2.82,1.17,0.15,7.305531,836.8,21.2,11.2,114.4,24.3,13.9,36.3,14.8,101.1,419.5,25.1,991.9,16.7,74.4,26.6,46,1.5,19,5,2.36,0.1,0.12,0.23,61,1.619,1.021,2.5,2.5,33.810001,67.802002,7.768,29.775999,5.881,1.725,0.683,4.485,3.653,0.712,2.221,0.388,2.547,0.448,30.604,1.133,2.5,3.581,0,0,57F11,0,0,0,0,6,50
3971,3971,57F11/084/SS/12,77.749999,14.349099,68.09,15,2.84,0.04,0.58,2.02,2.67,3.78,0.45,0.09,3.776183,1088.4,16.8,9.3,49.1,22.1,19.9,11.7,5.1,108.7,466.3,19.5,1418.5,11.9,45.4,12,27.4,1.5,10,5,0.5,0.1,0.05,0.05,28,1.697,0.752,2.5,2.5,23.296,47.133999,5.469,21.621,4.807,1.313,0.56,3.679,3.319,0.659,2.014,0.394,2.716,0.5,42.212002,0.668,2.5,4.606,0,0,57F11,0,0,0,0,2.5,50
3972,3972,57F11/085/SS/12,77.509259,14.367117,49.71,15.81,10.36,0.2,3.82,6.79,1.1,0.87,1.05,0.1,9.61,441,21,26,397,7,17,101,43,22,158,22,238,7,381,80,74,6,12,5,25,0.3,0.05,0.1,21,0.998322,2.253877,2.5,2.5,14.770541,32.279556,3.791682,16.957002,3.444177,1.059506,0.716198,3.887056,4.079471,0.806185,1.914403,0.449858,2.553163,0.470235,6.911191,0.526622,2.5,1.583999,0,0,57F11,0,0,0,0,15,50
3973,3973,57F11/086/SS/12,77.527778,14.367117,47.27,16.19,11.23,0.19,4.82,5.89,0.99,0.44,1.14,0.08,11.13,333,20,30,432,7,13,106,44,10,126,24,145,6,379,97,74,70,10,5,21,0.25,0.05,0.2,28,0.63,1.66224,2.5,2.5,9.582497,23.489961,2.951812,11.047466,3.264602,1.186109,0.739608,3.99103,3.838444,0.875076,2.410375,0.463314,2.99423,0.466425,4.415865,0.403556,2.5,1.098319,0,0,57F11,0,0,0,0,80,50
3974,3974,57F11/087/SS/12,77.546296,14.367117,50.61,15.47,9.64,0.18,3.91,6.69,1.74,1.04,1.28,0.1,8.66,430,21,21,310,7,18,89,38,31,177,23,171,12,291,53,77,1.5,13,5,19,0.35,0.12,0.1,23,1.294336,1.413459,2.5,2.5,11.867123,26.177197,3.020995,13.606147,3.236105,1.11136,0.549019,3.650086,4.060475,0.858505,2.208014,0.396744,2.63508,0.47715,5.037098,0.652341,2.5,1.235523,0,0,57F11,0,0,0,0,11,50
3975,3975,57F11/088/SS/12,77.564815,14.367117,68.3972,15.8,2.46,0.03,0.66,2.22,3.11,3.09,0.34,0.06,3.167285,842.1,15.4,8.8,31.6,7.7,21.8,7.4,2.9,71.7,267.7,19,556.6,5,35.8,10.7,24.4,1.5,10,5,0.05,0.1,0.05,0.05,10,1.146977,0.734238,2.5,2.5,14.28468,26.921165,2.994333,11.097154,2.393479,0.927878,0.399058,2.244142,2.518714,0.550293,1.646833,0.277074,1.904699,0.318524,21.515553,0.431124,2.5,1.654932,0,0,57F11,0,0,0,0,22,50
3976,3976,57F11/089/SS/12,77.583333,14.367117,63.495,16.261,4.39,0.06,1.19,2.61,2.36,2.63,0.53,0.09,5.690895,675.5,13,9.9,72.7,10,14.8,22.5,10.2,76.8,218.9,20.3,404.7,7.1,48.3,22.2,33.6,1.5,22,5,1.23,0.1,0.05,0.11,20,1.270443,1.017324,2.5,2.5,23.153253,45.496669,4.939869,18.186811,3.869294,1.193489,0.637822,3.69045,3.907886,0.765482,2.524202,0.431608,2.696868,0.481817,16.654578,0.881458,2.5,2.430777,0,0,57F11,0,0,0,0,7,50
3977,3977,57F11/090/SS/12,77.601852,14.367117,65.07,15.093,4.16,0.06,1.19,3.34,2.27,2.27,0.83,0.08,5.00998,701.3,12,13.6,75.9,9,17.6,20.9,7.7,55.9,258.8,21.2,577.6,7.4,46.1,17.4,25.4,1.5,12,15,1.26,0.1,0.05,0.05,10,0.805549,0.949601,2.5,2.5,19.003607,37.279926,4.045307,15.241567,3.252747,1.166698,0.54355,3.14924,3.301216,0.648455,2.043123,0.341572,2.293724,0.396991,22.006297,0.563736,2.5,1.629047,0,0,57F11,0,0,0,0,2.5,50
3978,3978,57F11/091/SS/12,77.62037,14.367117,62.81,15.14,5.01,0.07,1.88,3.82,2.28,2.03,0.8,0.12,5.479589,590.2,18.4,13.4,95.7,9.2,19.1,31.2,15.4,55.4,282.6,24.6,555.6,8.3,82,24.1,39.1,1.5,11,5,2.2,0.1,0.05,0.14,20,1.017,0.808,2.5,2.5,18.841999,37.861,4.458,17.108999,3.908,1.18,0.591,3.699,3.698,0.703,2.162,0.33,2.317,0.401,17.207001,0.637,2.5,2.238,0,0,57F11,0,0,0,0,2.5,50
3979,3979,57F11/092/SS/12,77.638889,14.367117,67.92,13.06,3.42,0.05,1.24,3.31,2.32,1.95,0.67,0.07,5.342676,676.8,14,11.4,64.4,7.9,17.8,21,6.8,53.1,296.2,17.1,463.6,9,59.5,13.9,29.2,1.5,12,5,1.13,0.1,0.14,0.05,10,0.889,0.828,2.5,2.5,18.155001,34.764999,4.017,16.059,3.616,1.142,0.572,3.362,3.683,0.712,2.128,0.369,2.415,0.408,21.408001,0.661,2.5,2.445,0,0,57F11,0,0,0,0,2.5,50
3980,3980,57F11/093/SS/12,77.657407,14.367117,68.75,14.15,3,0.04,0.86,2.53,2.61,2.31,0.59,0.07,4.483237,884.8,12.8,10,51.2,12.1,20.2,18.1,5.2,60.8,296,16,714.5,9.7,48.4,14.9,26.1,1.5,7,5,1.06,0.1,0.14,0.12,10,1.485,0.8,2.5,2.5,31.974001,56.681,6.327,23.295,4.419,1.387,0.539,3.605,2.971,0.592,1.859,0.33,2.15,0.384,33.618999,0.676,2.5,3.329,0,0,57F11,0,0,0,0,2.5,50
3981,3981,57F11/094/SS/12,77.675926,14.367117,66.71,14.53,3.09,0.04,0.85,2.99,2.86,3,0.52,0.1,4.636283,919.1,14.3,9,51.2,13.9,20.9,22.1,5.9,84.8,270.4,15.1,732.6,11,75.6,13.1,30.9,1.5,10,5,1.15,0.1,0.14,0.11,10,1.779,0.845,2.5,2.5,28.379999,53.720001,5.742,21.257,4.01,1.229,0.484,3.32,2.785,0.556,1.668,0.298,2.052,0.373,34.125,0.653,2.5,3.221,0,0,57F11,0,0,0,0,2.5,50
3982,3982,57F11/095/SS/12,77.694444,14.367117,66.11,14.77,4.11,0.05,1.29,2.33,2.5,3.27,0.66,0.14,4.063294,1021.3,17.8,9.4,76.1,21.2,16.4,37,10.8,92.3,313.3,16,1304.1,14.5,106,18.3,38.5,1.5,2.5,5,1.05,0.1,0.12,0.05,35,1.344,0.746,2.5,2.5,37.091999,70.777,7.284,26.99,5.445,1.474,0.632,4.13,3.296,0.702,2.264,0.396,2.645,0.513,42.951,0.847,2.5,4.67,0,0,57F11,0,0,0,0,2.5,50
3983,3983,57F11/096/SS/12,77.712963,14.367117,62.19,14.26,3.72,0.05,2.05,3.49,2.41,2.68,0.6,0.17,7.788798,838.8,13.6,11.8,71.6,11.3,20.1,20,10.1,79.3,481.4,16.6,595.5,12.6,62.9,23.1,41.6,1.5,15,5,1.66,0.1,0.1,0.18,92,1.441,0.682,2.5,2.5,26.726999,52.186001,6.156,24.516001,4.851,1.425,0.55,3.789,2.905,0.558,1.601,0.256,1.7,0.32,18.985001,0.72,2.5,2.221,0,0,57F11,0,0,0,0,6,50
3984,3984,57F11/097/SS/12,77.731481,14.367117,62.88,15.8,4.26,0.06,1.11,2.26,2.08,3.22,0.67,0.13,6.847558,893,15.1,11.6,85.2,30.9,14.1,24.2,9.8,106.6,448.1,18.7,1011.7,14.2,71.2,23.3,34.6,1.5,2.5,5,2.02,0.1,0.1,0.19,39,1.84,0.878,2.5,2.5,33.650002,70.153,7.774,30.165001,5.893,1.613,0.66,4.442,3.698,0.74,2.196,0.392,2.607,0.446,29.167,1.014,2.5,4.042,0,0,57F11,0,0,0,0,6,50
3985,3985,57F11/098/SS/12,77.749999,14.367117,64.17,14.4,3.28,0.05,1.6,3.54,2.77,3.2,0.58,0.16,5.599682,870.2,14.1,11.2,63.4,16.5,19.8,14.2,7.1,108.2,447.9,20.9,819.1,14.9,57.6,16.8,34.2,1.5,15,5,1.03,0.1,0.12,0.11,107,1.674,0.891,2.5,2.5,27.087999,53.507,6.413,24.836,5.374,1.453,0.664,4.286,3.911,0.785,2.45,0.428,2.985,0.548,28.121,1.119,2.5,3.902,0,0,57F11,0,0,0,0,5,50
3986,3986,57F11/099/SS/12,77.509259,14.385233,58.87,14.85,5.07,0.08,1.92,4.5,1.93,1.93,0.77,0.14,9.11,725,17,16,114,20,13,28,12,59,315,21,663,9,91,21,49,1.5,14,5,15,0.35,0.1,0.1,10,0.886035,1.009503,2.5,2.5,50.01731,101.357684,10.525981,38.105838,5.065116,1.516512,0.822806,4.279236,3.827016,0.767939,1.94355,0.397131,2.256496,0.371878,19.120537,0.852222,2.5,2.307975,0,0,57F11,0,0,0,0,8,50
3987,3987,57F11/100/SS/12,77.527778,14.385233,57.16,15.72,7.35,0.15,2.47,4.53,1.67,1.8,0.71,0.07,7.64,725,19,26,258,15,15,66,28,53,150,19,324,8,291,47,54,1.5,13,5,17,0.1,0.18,0.2,21,0.509587,1.418653,2.5,2.5,23.634402,46.2031,4.535683,17.64281,3.421511,1.152511,0.529459,3.263752,2.843576,0.71509,1.924792,0.361122,2.546373,0.421134,11.349316,0.81619,2.5,2.28665,0,0,57F11,0,0,0,0,14,50
3988,3988,57F11/101/SS/12,77.546296,14.385233,49.44,17.58,12,0.23,3.93,6.64,0.73,0.48,1.3,0.1,6.84,341,23,28,436,7,18,127,51,15,126,27,146,7,360,86,77,1.5,13,5,26,0.1,0.05,0.1,21,0.705316,1.491629,2.5,2.5,10.15963,24.118813,3.054643,13.978313,3.497536,1.320396,0.730137,4.679165,5.470881,1.045182,2.992884,0.496082,3.137685,0.509203,4.349206,0.602416,2.5,1.038188,0,0,57F11,0,0,0,0,19,50
3989,3989,57F11/102/SS/12,77.564815,14.385233,55.86,15.23,5.14,0.1,2.29,4.34,2.27,2.64,1.14,0.08,10.13,968,21,18,190,11,19,30,13,78,281,20,371,11,132,18,55,1.5,16,5,19,0.1,0.05,0.1,10,1.6686,1.307912,2.5,2.5,20.136055,36.668628,4.181024,16.185315,3.726052,1.295041,0.539244,3.354693,3.371936,0.736225,1.83092,0.333343,2.254528,0.362739,10.22101,0.990282,2.5,2.237167,0,0,57F11,0,0,0,0,8,50
3990,3990,57F11/103/SS/12,77.583333,14.385233,62.385,16.83,4.06,0.05,1.16,2.4,2.25,2.88,0.68,0.1,6.579079,743.5,11.5,10.8,64.5,9.5,20.8,18.7,9.1,84.3,232.3,17.3,446.2,7.6,51.1,17.6,37.5,1.5,15,5,1.76,0.1,0.12,0.1,10,1.389046,1.192073,2.5,2.5,26.55271,54.090674,5.899898,21.325352,4.178786,1.273634,0.641354,3.991108,3.795202,0.721011,2.284155,0.358023,2.446675,0.403077,19.174938,0.870678,2.5,2.693455,0,0,57F11,0,0,0,0,6,50
3991,3991,57F11/104/SS/12,77.601852,14.385233,63.377,15.594,4.44,0.05,1.37,3.21,2.26,2.59,0.74,0.11,5.586481,804.5,14.3,12.9,86.4,8.7,18.7,17.3,8.9,71.1,272.7,22.4,550.6,8.1,59.2,20.1,33.7,1.5,15,5,1.47,0.1,0.1,0.17,20,1.034104,1.179915,2.5,2.5,21.445596,43.867493,5.092286,19.233326,4.111072,1.347682,0.654084,3.948714,3.804729,0.747735,2.399744,0.359694,2.51242,0.417557,22.070391,1.638147,2.5,2.120728,0,0,57F11,0,0,0,0,2.5,50
3992,3992,57F11/105/SS/12,77.62037,14.385233,62.86,14.42,4.21,0.05,1.66,4.4,2.31,2.04,0.62,0.12,6.655541,831.9,15.1,13.3,77.8,11.7,16.4,29.3,9.5,59.6,376.6,23.2,674.9,12.6,61.3,22,39.3,1.5,12,5,1.42,0.1,0.14,0.16,10,1.017,0.855,2.5,2.5,24.892,48.541,5.882,23.490999,5.086,1.472,0.64,4.207,3.635,0.721,2.176,0.368,2.442,0.407,25.181999,0.612,2.5,2.409,0,0,57F11,0,0,0,0,2.5,50
4064,4064,57F11/106/SS/12,77.638889,14.385233,65.17,14.15,4.25,0.06,1.56,3.61,2.52,1.91,0.68,0.09,5.368796,678.5,17.8,13.4,79.9,7.4,16.1,30.3,11,54.2,329.9,19.6,464.8,9.4,82.5,18.3,37.1,1.5,7,5,1.95,0.2,0.14,0.05,10,0.933,0.824,2.5,2.5,21.295,40.530998,4.757,18.757999,3.921,1.193,0.517,3.304,3.055,0.574,1.808,0.281,1.899,0.305,14.348,0.547,2.5,1.59,0,0,57F11,0,0,0,0,2.5,50
4065,4065,57F11/107/SS/12,77.657407,14.385233,67.26,13.54,3.4,0.05,1.55,3.09,2.11,2.06,0.62,0.08,5.556111,759.6,12.1,10.8,59.8,10.5,19,26,8.9,57.6,314.2,14.3,576.6,10.2,79,16,29.7,1.5,12,5,1.05,0.1,0.12,0.05,10,0.914,0.732,2.5,2.5,27.708,49.737999,5.672,21.264999,3.957,1.075,0.484,3.13,2.694,0.554,1.696,0.274,1.937,0.329,20.063,0.586,2.5,2.194,0,0,57F11,0,0,0,0,2.5,50
4066,4066,57F11/108/SS/12,77.675926,14.385233,66.3,14.82,3.55,0.06,1.13,2.99,2.64,2.83,0.47,0.11,4.43,629,19,15,88,17,15,16,8,84,236,17,602,8,55,13,33,1.5,14,5,26,0.55,0.05,0.1,10,1.020177,1.346681,2.5,2.5,19.623606,39.191892,4.122322,17.722199,3.101387,0.844906,0.421749,2.725079,2.731067,0.43148,1.555575,0.306424,2.237307,0.351437,15.937991,0.823134,2.5,2.749277,0,0,57F11,0,0,0,0,7,50
4067,4067,57F11/109/SS/12,77.694444,14.385233,64.06,14.89,4.61,0.06,1.14,2.39,1.98,2.64,0.99,0.14,6.36,922,17,15,111,18,11,30,11,79,389,19,1200,13,137,16,39,1.5,8,5,10,0.1,0.1,0.2,22,1.09,0.87,2.5,2.5,27.540001,58.786999,6.437,25.659,5.138,1.45,0.604,4.051,3.296,0.638,1.997,0.336,2.34,0.386,31.032,0.601,2.5,2.383,0,0,57F11,0,0,0,0,2.5,50
4068,4068,57F11/110/SS/12,77.712963,14.385233,61.19,16.33,4.98,0.06,1.44,2.58,2.26,2.91,0.67,0.19,6.797764,831.3,16.1,12.4,89.3,14.8,18.4,35.1,13,97.3,444.8,17.6,847.4,14.8,92.6,26.1,45.2,1.5,18,5,2.2,0.1,0.13,0.15,100,1.804,0.748,2.5,2.5,32.556999,69.665001,7.518,29.618,5.777,1.685,0.646,4.481,3.557,0.706,2.042,0.351,2.349,0.441,25.266001,1.022,2.5,3.268,0,0,57F11,0,0,0,0,17,50
4069,4069,57F11/111/SS/12,77.731481,14.385233,63.57,14.83,4.18,0.05,1.4,3.2,2.31,2.92,0.87,0.12,5.869413,838.9,13,11.8,80.3,24.3,15.1,27.2,10.6,94.6,414.1,20,924.5,13.9,70.7,20.4,36,1.5,17,5,1.35,0.1,0.1,0.11,31,1.685,0.877,2.5,2.5,27.295,54.77,6.375,25.084,5.193,1.536,0.59,3.999,3.409,0.714,2.238,0.385,2.612,0.475,30.650999,0.954,2.5,3.616,0,0,57F11,0,0,0,0,2.5,50
4070,4070,57F11/112/SS/12,77.749999,14.385233,63.52,14.83,3.97,0.06,1.3,3.73,3.03,3.02,0.78,0.19,4.864163,744.9,17.6,12.9,80.8,27.2,16,16,7.7,107.7,414.9,27.9,1865.3,19.3,56.4,17.1,39.1,1.5,11,5,1.4,0.1,0.14,0.13,44,2.069,0.76,2.5,2.5,31.99,60.25,7.927,31.232,6.56,1.77,0.949,5.712,5.681,1.229,3.913,0.722,4.953,0.937,58.59,1.48,2.5,6.773,0,0,57F11,0,0,0,0,2.5,50
4071,4071,57F11/113/SS/12,77.509259,14.403153,63.37,16.08,4.18,0.07,1.29,2.42,2.53,3.48,0.59,0.11,5.2,634,17,14,102,21,1,16,10,94,215,18,655,7,53,10,33,6,8,5,21,0.1,0.05,0.1,10,1.31,1.752839,2.5,2.5,29.480751,64.253258,6.913668,26.36227,4.739876,1.119614,0.700944,4.35116,3.200364,0.729799,2.192009,0.428098,2.691951,0.482436,24.473105,0.975179,2.5,3.987277,0,0,57F11,0,0,0,0,6,50
4072,4072,57F11/114/SS/12,77.527778,14.403153,60.33,16.3,5.98,0.1,1.66,3.67,2,2.12,0.68,0.1,6.19,699,19,21,163,13,16,45,19,59,215,18,602,9,118,30,45,1.5,13,5,20,0.55,0.23,0.2,20,0.814413,1.428055,2.5,2.5,28.252,60.112013,5.412074,20.11639,3.807544,1.178749,0.615891,3.698491,3.470464,0.536216,2.07123,0.324517,2.422278,0.413729,18.636639,0.707299,2.5,2.292237,0,0,57F11,0,0,0,0,8,50
4073,4073,57F11/115/SS/12,77.546296,14.403153,56.35,16.53,8.06,0.14,2.24,4.28,1.86,1.65,0.8,0.1,7.25,490,19,23,227,11,11,62,31,52,152,20,465,6,176,53,57,1.5,14,5,19,0.1,0.13,0.2,10,0.635132,1.349939,2.5,2.5,18.626274,42.914404,4.031198,16.323176,3.36274,1.173149,0.641322,3.98609,4.024453,0.804154,2.12769,0.406096,2.830921,0.523684,15.068356,0.825235,2.5,2.886308,0,0,57F11,0,0,0,0,11,50
4074,4074,57F11/116/SS/12,77.564815,14.403153,55.09,16.86,7.87,0.13,1.8,4.67,2.03,1.89,1.5,0.13,7.3,577,21,21,260,10,19,58,28,59,245,27,252,12,137,57,57,1.5,19,5,24,0.35,0.16,0.25,20,1.227087,1.500451,2.5,2.5,18.335191,36.160786,3.95312,17.763601,3.559958,1.571565,0.693724,3.843281,4.993971,1.068277,3.058673,0.525674,3.772807,0.58384,6.961485,1.012849,2.5,2.487046,0,0,57F11,0,0,0,0,13,50
4075,4075,57F11/117/SS/12,77.583333,14.403153,63.94,15.64,4.46,0.08,1.08,2.55,2.59,2.94,0.65,0.08,5.22,749,19,17,119,16,18,25,12,90,243,16,363,8,67,20,43,1.5,14,5,22,0.1,0.1,0.1,10,0.791875,0.689157,2.5,2.5,29.668193,55.856598,5.677554,21.434891,3.700387,1.170064,0.517843,3.256381,3.145733,0.626245,1.585681,0.307236,2.451315,0.435959,10.998736,0.754786,2.5,3.29048,0,0,57F11,0,0,0,0,9,50
4076,4076,57F11/118/SS/12,77.601852,14.403153,65.05,17.28,3.65,0.04,0.78,2.15,2.51,2.99,0.49,0.09,4.25702,895.9,15.3,10.4,55.1,8.8,20.5,14.4,4.9,77.6,248,20.4,627.5,7.2,52,18,30.3,1.5,10,5,1.65,0.1,0.1,0.15,10,1.272596,1.205779,2.5,2.5,21.328512,45.650863,4.883246,18.859414,4.035772,1.272231,0.674695,3.816005,4.001552,0.802552,2.42411,0.398731,2.718354,0.428152,25.850748,0.692892,2.5,2.560798,0,0,57F11,0,0,0,0,5,50
4077,4077,57F11/119/SS/12,77.62037,14.403153,62.98,14.61,4.71,0.06,1.54,4.4,2.34,2.05,0.76,0.12,5.700483,773.1,16.2,15.2,91.2,6.8,16.4,29.3,12.3,60,395.8,19.2,630.9,11.4,66,28.5,36,1.5,12,5,1.5,0.1,0.14,0.17,10,1.341,0.832,2.5,2.5,24.448,47.563,5.764,22.848,4.844,1.524,0.65,4.187,3.665,0.749,2.28,0.364,2.418,0.396,21.237,0.705,2.5,2.198,0,0,57F11,0,0,0,0,2.5,50
4078,4078,57F11/120/SS/12,77.638889,14.403153,61.941,15.95,5.59,0.07,1.59,3.52,2.32,2.42,0.75,0.13,5.023376,820,17.2,13.3,108.3,9.1,16,41.7,12.9,60,379.8,16.3,626.1,10.2,84.7,25,33.7,1.5,10,5,1.95,0.1,0.05,0.15,29,1.268993,1.289169,2.5,2.5,33.599866,72.743057,8.637121,33.548914,6.553636,1.931519,0.844144,5.39306,4.75349,0.901712,2.7729,0.444045,2.874217,0.498388,25.455389,0.652585,2.5,2.579614,0,0,57F11,0,0,0,0,5,50
4079,4079,57F11/121/SS/12,77.657407,14.403153,67.06,14.06,3.71,0.06,1.17,2.97,2.65,2.06,0.81,0.08,4.788872,675,13.4,11.7,72.5,12.3,16.9,22.2,9.8,53.2,351.2,15.9,778.1,9.9,79,12.3,39.2,1.5,2.5,5,2.41,0.1,0.05,0.1,21,1.316,0.739,2.5,2.5,31.386,64.856003,6.961,26.562,5.141,1.478,0.627,4.19,3.39,0.657,2.008,0.351,2.293,0.418,24,1.058,2.5,3.067,0,0,57F11,0,0,0,0,2.5,50
4080,4080,57F11/122/SS/12,77.675926,14.403153,65.7,15.36,3.75,0.05,0.82,1.98,2.85,2.73,0.66,0.1,5.42973,768.6,12.1,10.2,70.3,17,18.7,17.7,8.7,74.9,291.9,17.7,959.8,11.8,61.2,21.6,35.4,1.5,13,5,1.96,0.1,0.12,0.16,73,1.838,0.882,2.5,2.5,31.816,59.014,6.591,24.094999,4.873,1.495,0.608,3.924,3.291,0.668,2.074,0.34,2.402,0.438,30.125,0.835,2.5,5.19,0,0,57F11,0,0,0,0,6,50
4081,4081,57F11/123/SS/12,77.694444,14.403153,62.292,15.34,4.67,0.06,1.46,2.79,2.03,2.53,0.79,0.13,7.236778,759.9,5.5,11.9,85.4,11.5,19.1,27.5,12.5,73,338.9,20.6,719.8,11.3,70.3,24.4,42.9,1.5,2.5,5,1.82,0.1,0.1,0.17,53,1.986,1.012,2.5,2.5,42.083,79.254997,9.411,35.953999,6.99,2.021,0.826,5.378,4.335,0.848,2.457,0.41,2.678,0.459,25.546,0.851,2.5,3.578,0,0,57F11,0,0,0,0,5,50
4082,4082,57F11/124/SS/12,77.712963,14.403153,63.35,15.44,4.5,0.05,1.08,2.38,2.09,3.19,0.61,0.15,6.585823,834.4,16.4,10.9,80.6,24.7,14.3,20.3,9.2,104.9,402.8,16.8,1014.1,13.2,59.3,24.8,44.2,1.5,13,5,2.07,0.1,0.12,0.15,106,1.984,0.871,2.5,2.5,27.798,57.035999,6.21,24.532,4.938,1.45,0.585,3.908,3.387,0.705,2.116,0.359,2.507,0.459,31.292999,0.87,2.5,4.578,0,0,57F11,0,0,0,0,9,50
4083,4083,57F11/125/SS/12,77.731481,14.403153,57.42,15.29,5.29,0.06,2.07,3.39,1.98,2.67,0.72,0.26,10.256154,716.1,16.2,13.7,94.5,20.4,17.9,31.7,14.3,105.6,360.8,18,412.3,15.6,65.1,38.8,70.9,40,18,5,2.08,0.1,0.12,0.19,396,2.186,0.819,2.5,2.5,41.353001,80.454002,9.049,34.110001,6.377,1.642,0.746,5.047,3.949,0.751,2.215,0.368,2.245,0.377,12.377,1.296,2.5,4.802,0,0,57F11,0,0,0,0,8,50
4084,4084,57F11/126/SS/12,77.749999,14.403153,57.9,15.46,5.04,0.06,1.91,3.31,1.92,3.18,0.69,0.2,9.615577,851.9,16,11.6,77.2,22.3,18.3,28.6,14.6,120.9,354.9,19.2,428,16.3,60.4,30,55.7,1.5,16,5,2.23,0.1,0.11,0.14,159,2.17,0.94,2.5,2.5,48.192001,92.991997,10.252,37.938,7.037,1.705,0.818,5.515,4.553,0.883,2.778,0.416,2.62,0.435,13.885,1.601,2.5,5.373,0,0,57F11,0,0,0,0,17,50
4085,4085,57F11/127/SS/12,77.509259,14.421169,63.83,16.25,3.76,0.06,0.95,1.79,2.21,3.14,0.64,0.1,6.48,963,19,14,91,15,14,25,10,81,276,9,605,6,168,13,43,1.5,14,5,31,0.1,0.1,0.1,10,0.847092,1.139105,2.5,2.5,27.790235,58.710428,5.587353,18.206449,3.568371,0.838161,0.434867,2.80591,2.175569,0.427363,1.22942,0.226834,1.665342,0.242578,20.174747,0.732587,2.5,3.046685,0,0,57F11,0,0,0,0,9,50
4086,4086,57F11/128/SS/12,77.527778,14.421169,64.2,14.32,3.91,0.07,1.25,4.24,2.42,2.48,0.65,0.1,5.72,689,18,16,112,13,17,19,11,61,258,14,395,11,69,13,39,1.5,15,5,13,0.1,0.05,0.1,10,1.344461,1.418585,2.5,2.5,23.288087,47.42876,4.690898,18.190859,3.286677,1.068331,0.580836,3.595731,3.375761,0.68018,1.801987,0.339785,1.930853,0.473417,14.891279,1.013243,2.5,2.52424,0,0,57F11,0,0,0,0,5,50
4087,4087,57F11/129/SS/12,77.546296,14.421169,64.61,15.89,3.98,0.06,0.98,2.36,2.4,2.61,0.6,0.09,5.64,766,21,15,102,8,20,20,10,76,324,15,393,11,57,14,37,1.5,14,5,19,0.1,0.12,0.1,10,1.716042,1.499657,2.5,2.5,20.67966,40.174204,4.330095,16.538217,3.512384,1.173457,0.481117,2.997111,2.771231,0.557569,1.313865,0.205065,1.758191,0.293342,10.821125,1.005601,2.5,2.426681,0,0,57F11,0,0,0,0,8,50
4159,4159,57F11/130/SS/12,77.564815,14.421169,59.182,16.73,7.42,0.1,1.62,3.8,2.81,2.06,0.78,0.08,4.77243,588.2,11.9,17.6,145.9,4.7,17.9,42.4,22,51.5,230.4,19,207.8,6.2,84.2,58.3,37.5,1.5,10,5,0.5,0.1,0.05,0.23,10,0.943349,1.132756,2.5,2.5,12.988867,25.408851,3.133402,12.722823,3.030812,1.07384,0.554881,3.274097,3.599333,0.744818,2.214554,0.363821,2.337197,0.373839,8.494913,0.56408,2.5,1.401879,0,0,57F11,0,0,0,0,6,50
